id,title,company,location,time_posted,job_url,date_found,ai_score,is_applied
1528,Artificial Intelligence (AI) Engineer Intern - 6 months internship,CODE LEAP,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",N/A,https://www.linkedin.com/jobs/view/artificial-intelligence-ai-engineer-intern-6-months-internship-at-code-leap-4433175891?position=42&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=xCSFvuEr66rKSxyoK26oCg%3D%3D,2026-07-04 04:41:14,0.8072,0
1529,Senior AI Engineer,VinSmart Future,Ho Chi Minh City Metropolitan Area,1 week ago,https://www.linkedin.com/jobs/view/senior-ai-engineer-at-vinsmart-future-4429816935?position=43&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=7Mu0kqwM9EWIhHWPDvm%2FEw%3D%3D,2026-07-04 04:41:14,0.3081,0
1530,Data Engineer,WorldQuant,"Ho Chi Minh City, Vietnam",1 day ago,https://www.linkedin.com/jobs/view/data-engineer-at-worldquant-4399222978?position=46&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=pJLPN6eXctDd7C0Yj3294Q%3D%3D,2026-07-04 04:41:14,0.0669,0
1531,"Senior AI Engineer (AIML/ CV/ OCR, Yolo, Python, Pytorch)",Simpson Strong-Tie Vietnam,"Ho Chi Minh City, Vietnam",4 weeks ago,https://www.linkedin.com/jobs/view/senior-ai-engineer-aiml-cv-ocr-yolo-python-pytorch-at-simpson-strong-tie-vietnam-4398381150?position=47&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=U%2Brk6N8hhvMzwwXUzR%2BMeQ%3D%3D,2026-07-04 04:41:14,0.2225,0
1532,Senior AI Engineer (Vision AI),Cartrack,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/senior-ai-engineer-vision-ai-at-cartrack-4428029007?position=48&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=quyWbn5QXn3iEzPiRC6GRw%3D%3D,2026-07-04 04:41:14,0.2251,0
1533,Senior Machine Learning Engineer (AI/ML),Dai-ichi Life Vietnam,"Ho Chi Minh City, Vietnam",2 days ago,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-ai-ml-at-dai-ichi-life-vietnam-4435035360?position=50&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=Z3vXtSHZWAVMXQAUWd1mlA%3D%3D,2026-07-04 04:41:14,0.2569,0
1534,Thông báo Tuyển dụng Thực tập sinh AI Tạo sinh (Gen AI) tại Vina Aspire,Vina Aspire,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 days ago,https://www.linkedin.com/jobs/view/th%C3%B4ng-b%C3%A1o-tuy%E1%BB%83n-d%E1%BB%A5ng-th%E1%BB%B1c-t%E1%BA%ADp-sinh-ai-t%E1%BA%A1o-sinh-gen-ai-t%E1%BA%A1i-vina-aspire-at-vina-aspire-4432366574?position=51&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=%2FyQd3X6mn9%2FZE0ypvYn3YQ%3D%3D,2026-07-04 04:41:14,0.2265,0
1535,Senior AI Engineer,Zalopay,"Ho Chi Minh City, Vietnam",3 days ago,https://www.linkedin.com/jobs/view/senior-ai-engineer-at-zalopay-4422920303?position=52&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=E8MfabC0e4ld5KgX4Do%2BfQ%3D%3D,2026-07-04 04:41:14,0.3394,0
1536,AI Technical Lead,"NTT DATA, Inc.",Ho Chi Minh City Metropolitan Area,1 week ago,https://www.linkedin.com/jobs/view/ai-technical-lead-at-ntt-data-inc-4410385966?position=53&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=orRSpobROV%2Bpyj02HJRwZQ%3D%3D,2026-07-04 04:41:14,0.0682,0
1537,Senior AI Engineer,UrBox - Digital Rewards & Loyalty Solution,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",4 months ago,https://www.linkedin.com/jobs/view/senior-ai-engineer-at-urbox-digital-rewards-loyalty-solution-4371753058?position=54&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=3TRZws9RjSlxMr0VHur2pw%3D%3D,2026-07-04 04:41:14,0.2298,0
1538,Ai/ ML Solution Architect,Noventiq Vietnam,"Củ Chi, Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/ai-ml-solution-architect-at-noventiq-vietnam-4426240433?position=55&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=bkZZliG0koD4j%2BP7PycPfA%3D%3D,2026-07-04 04:41:14,0.4759,0
1539,Senior AI Engineer (Generative Models — LLM & Foundation Models),Cake by VPBank - Digital Bank,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/senior-ai-engineer-generative-models-%E2%80%94-llm-foundation-models-at-cake-by-vpbank-digital-bank-4426483989?position=56&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=xck21DnPVBZ24v3QaIk%2F7A%3D%3D,2026-07-04 04:41:14,0.0627,0
1540,HO - AI Engineer Expert,ACB - Asia Commercial Bank,"Ho Chi Minh City, Vietnam",2 days ago,https://www.linkedin.com/jobs/view/ho-ai-engineer-expert-at-acb-asia-commercial-bank-4423407710?position=57&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=Rsp%2FrevANfREOF4XWGra0w%3D%3D,2026-07-04 04:41:14,0.0793,0
1541,Senior AI Engineer (Python/NLP/LLM),"Money Forward Vietnam Co., Ltd","Ho Chi Minh City, Ho Chi Minh City, Vietnam",N/A,https://www.linkedin.com/jobs/view/senior-ai-engineer-python-nlp-llm-at-money-forward-vietnam-co-ltd-4436790975?position=59&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=llUZdHebSGMzjLUG1PglIw%3D%3D,2026-07-04 04:41:14,0.1595,0
1542,Generative AI Engineer,SCC,Ho Chi Minh City Metropolitan Area,4 weeks ago,https://www.linkedin.com/jobs/view/generative-ai-engineer-at-scc-4424115966?position=60&pageNum=0&refId=K%2Fjbo%2BdR%2BtfrhkWSqTd1%2FQ%3D%3D&trackingId=%2F8Qr0VD%2BfRfMbUDZSpkA1Q%3D%3D,2026-07-04 04:41:14,0.4237,0
1543,Data Analyst Intern,Gameloft Saigon,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 day ago,https://www.linkedin.com/jobs/view/data-analyst-intern-at-gameloft-saigon-4436701650?position=1&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=iyh6Poj4IASqfzQ9JauCJA%3D%3D,2026-07-05 05:04:02,0.4244,0
1544,Data Analyst Excel - Remote,YO IT Consulting,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 days ago,https://www.linkedin.com/jobs/view/data-analyst-excel-remote-at-yo-it-consulting-4435293667?position=2&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=ZJ4vOFKwB8HDtj2mnsN09g%3D%3D,2026-07-05 05:04:02,0.0249,0
1545,Data Analyst,Highlands Coffee®,Ho Chi Minh City Metropolitan Area,4 days ago,https://www.linkedin.com/jobs/view/data-analyst-at-highlands-coffee%C2%AE-4431910715?position=3&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=ybmUHtYmd%2FJeaCjnY0g83Q%3D%3D,2026-07-05 05:04:02,0.0259,0
1546,Data Analyst (SQL/Python),TEECOM JSC,"Phu Nhuan, Ho Chi Minh City, Vietnam",1 day ago,https://www.linkedin.com/jobs/view/data-analyst-sql-python-at-teecom-jsc-4435434691?position=8&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=hXr3gO926rp5%2B1VWwfPs9w%3D%3D,2026-07-05 05:04:02,0.0444,0
1547,Research Trainee (6-month contract),Worldpanel,"Ho Chi Minh City, Vietnam",5 days ago,https://www.linkedin.com/jobs/view/research-trainee-6-month-contract-at-worldpanel-4408632548?position=14&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=8T66QXKYw%2F%2BRnWhXsKvFBg%3D%3D,2026-07-05 05:04:02,0.0997,0
1548,Excel Expert - Remote,YO IT Consulting,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",6 days ago,https://www.linkedin.com/jobs/view/excel-expert-remote-at-yo-it-consulting-4433640130?position=16&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=dCuowA9izNt%2F8aSHjNAj9w%3D%3D,2026-07-05 05:04:02,0.0853,0
1549,Data Analyst (On-site in Dubai),Puffy,Ho Chi Minh City Metropolitan Area,1 week ago,https://www.linkedin.com/jobs/view/data-analyst-on-site-in-dubai-at-puffy-4432605182?position=17&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=R20Akm53L5gWsU%2FWp15sQA%3D%3D,2026-07-05 05:04:02,0.0382,0
1550,Data Analyst - Production Planning,Avery Dennison,"Nhà Bè, Ho Chi Minh City, Vietnam",1 day ago,https://www.linkedin.com/jobs/view/data-analyst-production-planning-at-avery-dennison-4436701283?position=18&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=zbA%2BpTzfoDjbk002HdzGhg%3D%3D,2026-07-05 05:04:02,0.0774,0
1551,"Senior Business Intelligence Associate (Operation) - Business Intelligence & Planning, Shopee",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/senior-business-intelligence-associate-operation-business-intelligence-planning-shopee-at-shopee-4290507343?position=19&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=OTEdMEFX8wYyG9WSJXm%2FCQ%3D%3D,2026-07-05 05:04:02,0.144,0
1552,Part-time & Home-based Data Annotator (HR-Tech) Vietnam (#760),PT Talenta Eksekutif Asia,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/part-time-home-based-data-annotator-hr-tech-vietnam-%23760-at-pt-talenta-eksekutif-asia-4432815687?position=20&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=W3KtXbaiWGWIPJqdlhHzjQ%3D%3D,2026-07-05 05:04:02,0.0518,0
1553,Part-time & Home-based Data Annotator (HR-Tech Platform) - Vietnam,PT Talenta Eksekutif Asia,Ho Chi Minh City Metropolitan Area,1 week ago,https://www.linkedin.com/jobs/view/part-time-home-based-data-annotator-hr-tech-platform-vietnam-at-pt-talenta-eksekutif-asia-4432636734?position=21&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=0EQQqgFRJdm%2FQW2yWDNOqg%3D%3D,2026-07-05 05:04:02,0.041,0
1554,Data Ops Associate,ADA,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-ops-associate-at-ada-4431488168?position=26&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=1eYWRC7FKOYrhDUQrHyEyw%3D%3D,2026-07-05 05:04:02,0.1772,0
1555,Business Intelligence Specialist,Life at Việc Làm 24h,"District 7, Ho Chi Minh City, Vietnam",4 days ago,https://www.linkedin.com/jobs/view/business-intelligence-specialist-at-life-at-vi%E1%BB%87c-l%C3%A0m-24h-4431587711?position=28&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=pwbVedwH%2FsYuPT6uj7TDvA%3D%3D,2026-07-05 05:04:02,0.159,0
1556,Data Engineer,Athena AI,"Ho Chi Minh City, Vietnam",3 days ago,https://www.linkedin.com/jobs/view/data-engineer-at-athena-ai-4435014728?position=29&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=LAChsL7kyiHJJnREQQsdQA%3D%3D,2026-07-05 05:04:02,0.1567,0
1557,Data Engineer,GiaoHangNhanh (GHN),"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-engineer-at-giaohangnhanh-ghn-4433066313?position=32&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=3fIHChJ6HOuVlXF20zneYg%3D%3D,2026-07-05 05:04:02,0.0951,0
1558,"(Senior) Business Intelligence (SBS Performance) - Business Intelligence & Planning, Shopee",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/senior-business-intelligence-sbs-performance-business-intelligence-planning-shopee-at-shopee-4409344607?position=33&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=sDVeHkmobmr%2Bnax3fjBDCQ%3D%3D,2026-07-05 05:04:02,0.0962,0
1559,Data Engineer,BnK Solution,"Ho Chi Minh City, Vietnam",1 day ago,https://www.linkedin.com/jobs/view/data-engineer-at-bnk-solution-4435425569?position=35&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=MGWAKdTUmQyPLHiwjwbTeQ%3D%3D,2026-07-05 05:04:02,0.02,0
1560,Data Engineer I Vietnam,Temus,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/data-engineer-i-vietnam-at-temus-4427829315?position=42&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=R2NVz2ZRMhZqaDwFBQWdqg%3D%3D,2026-07-05 05:04:02,0.2375,0
1561,AI Analyst (Middle/Consulting),QUAVEO,Ho Chi Minh City Metropolitan Area,4 days ago,https://www.linkedin.com/jobs/view/ai-analyst-middle-consulting-at-quaveo-4435390420?position=43&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=jQDes8CqMYADWB2t1hMODQ%3D%3D,2026-07-05 05:04:02,0.0787,0
1562,Digitization Service Analyst,Anduin Transactions,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/digitization-service-analyst-at-anduin-transactions-4430374898?position=44&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=QnMx6z4yGAQS5XJSsSBScg%3D%3D,2026-07-05 05:04:02,0.0217,0
1563,Data Quality Control Engineer (Middle),Amaris Consulting,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/data-quality-control-engineer-middle-at-amaris-consulting-4426460494?position=46&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=4zv0cedbHhQnQh6NYPBIxA%3D%3D,2026-07-05 05:04:02,0.0234,0
1564,Associate Data Scientist (Contractor),HEINEKEN Vietnam,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/associate-data-scientist-contractor-at-heineken-vietnam-4427426183?position=47&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=0w5HrYAuIlvcjs6d2zrACw%3D%3D,2026-07-05 05:04:02,0.0845,0
1565,Data Engineer,Amaris Consulting,Ho Chi Minh City Metropolitan Area,2 weeks ago,https://www.linkedin.com/jobs/view/data-engineer-at-amaris-consulting-4430197304?position=48&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=omdrIiwGbYImviQP3qwEtQ%3D%3D,2026-07-05 05:04:02,0.0718,0
1566,Analytics & Insights Team Lead,UOB,"Ho Chi Minh City, Vietnam",4 days ago,https://www.linkedin.com/jobs/view/analytics-insights-team-lead-at-uob-4431919621?position=49&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=QwJqoO0Q1rRJkNczAaviRw%3D%3D,2026-07-05 05:04:02,0.0182,0
1567,Industrial Engineer (Data Analytics) (Contract role),Intel,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/industrial-engineer-data-analytics-contract-role-at-intel-4343556145?position=50&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=2ebmbTdvBcWbyZ1vz5ByrQ%3D%3D,2026-07-05 05:04:02,0.0986,0
1568,Azure Data & Integration Engineer Intern,Norrin,"Củ Chi, Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/azure-data-integration-engineer-intern-at-norrin-4432183620?position=52&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=inRoQj8AtcR246kEhEEofg%3D%3D,2026-07-05 05:04:02,0.8971,0
1569,Revenue Growth Management Analyst,Mondelēz International,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/revenue-growth-management-analyst-at-mondel%C4%93z-international-4418980141?position=53&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=JzleyjbGBeByLW87cUq23w%3D%3D,2026-07-05 05:04:02,0.1144,0
1570,Net Revenue Management (NRM) Executive / Analyst,Tuyển Dụng 247,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 days ago,https://www.linkedin.com/jobs/view/net-revenue-management-nrm-executive-analyst-at-tuy%E1%BB%83n-d%E1%BB%A5ng-247-4436411830?position=54&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=geYfX%2BIzK755lPMsnwhwgA%3D%3D,2026-07-05 05:04:02,0.0217,0
1571,41665 - Reference File Analyst 1,IQVIA,Ho Chi Minh City Metropolitan Area,3 days ago,https://www.linkedin.com/jobs/view/41665-reference-file-analyst-1-at-iqvia-4432359865?position=56&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=mvY4TUXPHRqXU7e%2FWyNSUg%3D%3D,2026-07-05 05:04:02,0.0785,0
1572,Data Engineer Manager,Olik Global,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",5 days ago,https://www.linkedin.com/jobs/view/data-engineer-manager-at-olik-global-4434436529?position=58&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=6l74oKKyTWDUFq7jIq9Krw%3D%3D,2026-07-05 05:04:02,0.0973,0
1573,"Research Consultant, Ho Chi Minh City - Vietnam",Hubexo,"Ho Chi Minh City, Vietnam",3 weeks ago,https://www.linkedin.com/jobs/view/research-consultant-ho-chi-minh-city-vietnam-at-hubexo-4422791978?position=59&pageNum=0&refId=RehNf4SAxY4vmPMpW8wwyA%3D%3D&trackingId=PCcrQ3IhPPH%2FbsfKbJWZWQ%3D%3D,2026-07-05 05:04:02,0.1659,0
1574,Intern AI/ML/Data Engineer,Nexlab Technology,Ho Chi Minh City Metropolitan Area,2 months ago,https://www.linkedin.com/jobs/view/intern-ai-ml-data-engineer-at-nexlab-technology-4404059557?position=2&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=I%2FYAf4dRayXHq1REUxdTMg%3D%3D,2026-07-06 05:17:56,0.8549,1
1575,Data Engineer,VORTECH SERVICE COMPANY LIMITED,"Ho Chi Minh City, Vietnam",N/A,https://www.linkedin.com/jobs/view/data-engineer-at-vortech-service-company-limited-4436065499?position=5&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=2tfgt7X%2F5AVSKyY3GmnYTw%3D%3D,2026-07-06 05:17:56,0.0509,0
1576,Data Engineer - Up to $2000,FPT Software,"Thủ Đức, Ho Chi Minh City, Vietnam",3 days ago,https://www.linkedin.com/jobs/view/data-engineer-up-to-%242000-at-fpt-software-4435028989?position=8&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=8JldviEuw09XgeAtS8Xm%2Fw%3D%3D,2026-07-06 05:17:56,0.0352,0
1577,Big Data Engineer,Deliveree On-Demand Logistics (Southeast Asia),"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/big-data-engineer-at-deliveree-on-demand-logistics-southeast-asia-4427315269?position=13&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=8nVhZn3JmauxknN8XNLHVA%3D%3D,2026-07-06 05:17:56,0.058,0
1578,"Software Engineer, Data Infrastructure & Acquisition - Ho Chi Minh City, Vietnam",Speechify,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 month ago,https://www.linkedin.com/jobs/view/software-engineer-data-infrastructure-acquisition-ho-chi-minh-city-vietnam-at-speechify-4434416866?position=27&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=e9g%2F%2BB57ABS6bpSb5X1fSg%3D%3D,2026-07-06 05:17:56,0.1016,0
1579,Data Engineer (C++),WorldQuant,"Ho Chi Minh City, Vietnam",5 days ago,https://www.linkedin.com/jobs/view/data-engineer-c%2B%2B-at-worldquant-4416646028?position=30&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=mzfpoVUUStwfr52%2BS%2F760Q%3D%3D,2026-07-06 05:17:56,0.206,0
1580,Data Engineer: Data Pipeline - Vietnam,Persefoni,"Ho Chi Minh City, Vietnam",6 days ago,https://www.linkedin.com/jobs/view/data-engineer-data-pipeline-vietnam-at-persefoni-4435377733?position=33&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=PvEfFBJIpQ6E8vFlT2Bs2w%3D%3D,2026-07-06 05:17:56,0.0525,0
1581,Lead Data Engineer (Sign-on Bonus),GFT Technologies,Ho Chi Minh City Metropolitan Area,7 months ago,https://www.linkedin.com/jobs/view/lead-data-engineer-sign-on-bonus-at-gft-technologies-4285519420?position=34&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=pYqb7ZQ6GI9YMMmG11hfdg%3D%3D,2026-07-06 05:17:56,0.1054,0
1582,Data Engineer I Vietnam relocate to UAE,PixelChain,Ho Chi Minh City Metropolitan Area,2 months ago,https://www.linkedin.com/jobs/view/data-engineer-i-vietnam-relocate-to-uae-at-pixelchain-4410423303?position=37&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=TjYva9pRo40dLXQGveCzwg%3D%3D,2026-07-06 05:17:56,0.106,0
1583,Vietnam I Middle Analytics Engineer,Infinite Lambda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/vietnam-i-middle-analytics-engineer-at-infinite-lambda-4428865134?position=40&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=FLxMwgcJ8GhM5h1fhN1tjw%3D%3D,2026-07-06 05:17:56,0.058,0
1584,[HCLTech x ANZ] Data Engineer (AWS),HCLTech Vietnam,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/hcltech-x-anz-data-engineer-aws-at-hcltech-vietnam-4415780555?position=41&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=kwASu67wg8tokQa62vwJaA%3D%3D,2026-07-06 05:17:56,0.0851,0
1585,Maintenance Engineer (Data-focused),IGUACU VIETNAM,"Phu My Ward, Ba Ria-Vung Tau, Vietnam",3 days ago,https://www.linkedin.com/jobs/view/maintenance-engineer-data-focused-at-iguacu-vietnam-4397722872?position=42&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=kcJUnUy0cgQdwiN9n079cg%3D%3D,2026-07-06 05:17:56,0.126,0
1586,Regional Data Engineer Lead,Collectius,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/regional-data-engineer-lead-at-collectius-4432161629?position=46&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=%2BvKiNPlppw3g90BFxp2ZnQ%3D%3D,2026-07-06 05:17:56,0.1552,0
1587,"Manager, Data Engineer",NAB Innovation Centre Vietnam,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/manager-data-engineer-at-nab-innovation-centre-vietnam-4429203421?position=50&pageNum=0&refId=VurfBNExw8W7gZlcqSAc4A%3D%3D&trackingId=QmPXpFzk9sdHpu4RlOV8vw%3D%3D,2026-07-06 05:17:56,0.1364,0
1588,Data Science Manager,PMAX - Total Marketing Partner,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-science-manager-at-pmax-total-marketing-partner-4433612856?position=5&pageNum=0&refId=WOK3pJTs%2BuC38bGulDskkQ%3D%3D&trackingId=FJTMR81h6a1SfW90wReaIg%3D%3D,2026-07-07 04:58:52,0.0505,0
1589,Data Science Manager,Masan Group,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/data-science-manager-at-masan-group-4429237908?position=6&pageNum=0&refId=WOK3pJTs%2BuC38bGulDskkQ%3D%3D&trackingId=yI3C6qo5aP0sTajJQ7jhmA%3D%3D,2026-07-07 04:58:52,0.0682,0
1590,"Expert, Data Science",Techcombank (TCB),"Ho Chi Minh City, Vietnam",3 weeks ago,https://www.linkedin.com/jobs/view/expert-data-science-at-techcombank-tcb-4427463399?position=9&pageNum=0&refId=WOK3pJTs%2BuC38bGulDskkQ%3D%3D&trackingId=FIIeZ1o0lgoZv%2FNUZfqD3A%3D%3D,2026-07-07 04:58:52,0.0631,0
1591,Data Science Leader/ Manager,FE CREDIT,"Ho Chi Minh City, Vietnam",4 days ago,https://www.linkedin.com/jobs/view/data-science-leader-manager-at-fe-credit-4436302746?position=10&pageNum=0&refId=WOK3pJTs%2BuC38bGulDskkQ%3D%3D&trackingId=Wvn1P2ZUx7ZkN%2B3JhsMdug%3D%3D,2026-07-07 04:58:52,0.0618,0
1592,Quantitative Research Intern (LLMs & AI Agents),WorldQuant,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/quantitative-research-intern-llms-ai-agents-at-worldquant-4132261540?position=13&pageNum=0&refId=WOK3pJTs%2BuC38bGulDskkQ%3D%3D&trackingId=wEM4Q11ff6Q3i%2F%2FOsyLXGA%3D%3D,2026-07-07 04:58:52,0.2555,0
1593,Senior Data Scientist,Amanotes,"Ho Chi Minh City, Vietnam",4 days ago,https://www.linkedin.com/jobs/view/senior-data-scientist-at-amanotes-4432755261?position=17&pageNum=0&refId=WOK3pJTs%2BuC38bGulDskkQ%3D%3D&trackingId=TrxIm5Z3BvR18x4fIOI6Wg%3D%3D,2026-07-07 04:58:52,0.0718,0
1594,Commercial Analyst,HEINEKEN Vietnam,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/commercial-analyst-at-heineken-vietnam-4429790651?position=25&pageNum=0&refId=WOK3pJTs%2BuC38bGulDskkQ%3D%3D&trackingId=n9e2Acu9nVzyXFgfj9ECLQ%3D%3D,2026-07-07 04:58:52,0.0407,0
1595,Data and Insights Manager,Amanotes,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/data-and-insights-manager-at-amanotes-4429650223?position=26&pageNum=0&refId=WOK3pJTs%2BuC38bGulDskkQ%3D%3D&trackingId=CQ7SP6lH1vRK5LwX0Fo2YA%3D%3D,2026-07-07 04:58:52,0.031,0
